"Date","Transaction Status","Account Type","Transaction type","Order ID","Product Details","Total product charges","Total promotional rebates","Amazon fees","Other","Total (INR)"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-5943229-4989953","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-5904406-3397913","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-8174917-6463526","SAYFINE Peel-and-Stick Adhesive Wallpape...","83.14","0","-53.1","14.45","44.49"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-8303790-9149147","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-0348266-1009130","NATARAJ Lead Pointz 0.7mm 2BH Refill for...","71.69","0","-53.1","12.47","31.06"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-2471352-1296368","Giftswrap Wooden Handmde Incense/dhoop b...","167.8","0","-106.2","29.18","90.78"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-5043558-6291540","Powerland Upgraded Polypropylene Leakpro...","52.62","0","-53.1","9.16","8.68"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-9449056-5848357","Sparkle Cotton Thin Check Print Hand and...","59.32","0","-53.1","10.31","16.53"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-5116003-7091565","Sparkle Cotton Thin Check Print Hand and...","59.32","0","-53.1","10.31","16.53"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-6297274-9961159","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-9480310-9199552","Pathavi Stainless Steel Adhesive Wall-Mo...","120.5","0","-106.2","20.97","35.27"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-8326157-4593964","National 1"+2"+3" Paint Brush with PVC H...","70.17","0","-53.1","12.2","29.27"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-9656238-4778738","Flamingo - Textbook in English (Core Cou...","22.88","0","-54.05","3.98","-27.19"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-0695346-6438741","Pathavi Stainless Steel Adhesive Wall-Mo...","60.25","0","-53.1","10.48","17.63"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-9656272-3550736","Case with Clip for CAT S22 Flip Phone Co...","2041.92","0","-601.33","355.28","1795.87"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-2096365-3501108","Case with Clip for CAT S22 Flip Phone Co...","2041.92","0","-601.33","355.29","1795.88"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-1306080-8206767","MOSISO Laptop Case 13 inch, 13 inch Lapt...","3162.21","0","-756.43","550.22","2956"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-8157334-2529907","Avantree L171 - Wired Earbuds with Light...","5082.94","0","-1391.96","884.43","4575.41"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-3678452-5214711","LEFXMOPHY for Shure SM7B Windscreen, for...","2044.95","0","-431.21","355.82","1969.56"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-8497721-0330709","2pcs Flange Coupler, M4 Rigid Flange Cou...","2401.99","0","-385.57","417.94","2434.36"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-2159914-3885145","LYFTEX Wooden Sambrani DhoopBatti Stand ...","83.9","0","-53.1","14.59","45.39"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-8733646-0023546","CCA CRA in Ear Monitor Earphone, Ultra-T...","2956.36","0","-858.95","514.39","2611.8"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-5406500-6275563","SZRMCC Dual NP-F970 NP-F Series Battery ...","5817.43","0","-1373.53","1012.23","5456.13"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-8637859-7926762","(2 Pack) Miimall Compatible for Garmin F...","2652.55","0","-561.2","461.54","2552.89"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-4948313-5584345","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-3811267-7583561","Magnetic Wall Mount Retractable Belt Bar...","46097.1","0","-5724.83","8020.9","48393.17"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-8251829-1233157","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-4049061-5823522","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-2326915-3757905","10pack FTTH FC/UPC Optical Fiber Cable Q...","2500.64","0","-814.37","435.11","2121.38"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-5496159-7947518","Fosi Audio Box X3 5654W Tube Phono Pream...","14592.5","0","-2353.05","2539.08","14778.53"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-2703665-0941969","Tap Aqua RO With Washers + Nozzle Closur...","61.02","0","-53.1","10.6","18.52"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-9566462-3801960","Pathavi Stainless Steel Adhesive Wall-Mo...","60.25","0","-53.1","10.48","17.63"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-3369817-0057142","Tap Aqua RO With Washers + Nozzle Closur...","61.02","0","-53.1","10.6","18.52"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-8209621-8935559","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-7093186-4103555","LYFTEX Wooden Sambrani DhoopBatti Stand ...","83.9","0","-53.1","14.59","45.39"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-0652962-5073967","DeoDap 3 Pair Reusable Household Rubber ...","91.53","0","-53.1","15.91","54.34"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-2258174-9339511","Pathavi Stainless Steel Adhesive Wall-Mo...","60.25","0","-53.1","10.48","17.63"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-5962621-8397900","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-2441481-1860348","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-9849896-8986746","PEREGRINE AKB Paint Brush Multicolour 2 ...","83.9","0","-53.1","14.59","45.39"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-3280072-5560366","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-7310404-9568327","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-0399030-6117910","Pathavi Stainless Steel Adhesive Wall-Mo...","60.26","0","-53.1","10.47","17.63"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-1278759-6673958","Yogee Enterprise Zeenu Creation Blender ...","83.14","0","-53.1","14.45","44.49"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-1578231-4732352","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-7134569-8654731","LYFTEX Wooden Sambrani DhoopBatti Stand ...","83.9","0","-53.1","14.59","45.39"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-3818212-5306737","DeoDap 3 Pair Reusable Household Rubber ...","91.53","0","-53.1","15.91","54.34"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-8098966-4250715","Pathavi Whale-Shaped Bathroom Soap Dishe...","65.59","0","-53.1","11.41","23.9"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-3843190-3714712","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-7380021-1361959","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-4915768-0464366","Simran Handicrafts ARMAN SPOONS Royal Te...","61.02","0","-53.1","10.61","18.53"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-0950582-6681916","Simran Handicrafts ARMAN SPOONS Royal Te...","61.02","0","-53.1","10.6","18.52"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-8534287-0348329","Pathavi Whale-Shaped Bathroom Soap Dishe...","65.59","0","-53.1","11.41","23.9"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-8568589-4652306","National 1"+2"+3" Paint Brush with PVC H...","70.17","0","-53.1","12.2","29.27"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-3559794-7724351","DeoDap 3 Pair Reusable Household Rubber ...","183.06","0","-106.2","31.83","108.69"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-9221649-3592341","6 Piece - Bufferman Premium Acoustic Gui...","76.27","0","-63.72","13.27","25.82"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-9135275-8609947","Khodal Plast Sink Strainer For Kitchen S...","231.88","0","-212.4","40.32","59.8"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-4137813-3811503","National 1"+2"+3" Paint Brush with PVC H...","70.17","0","-53.1","12.2","29.27"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-1636861-1598769","Khodal Plast Sink Strainer For Kitchen S...","57.97","0","-53.1","10.07","14.94"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-2674519-9393911","Khodal Plast Sink Strainer For Kitchen S...","57.97","0","-53.1","10.08","14.95"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-3031745-5509100","Parksons Cartamundi Private Limited-MH K...","77.97","0","-53.1","13.55","38.42"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-6300613-3049158","Parksons Cartamundi Private Limited-MH K...","77.97","0","-53.1","13.56","38.43"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-9130329-7266730","LYFTEX Wooden Sambrani DhoopBatti Stand ...","83.9","0","-53.1","14.59","45.39"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-0747311-8579506","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-8905075-9075569","Pathavi Stainless Steel Adhesive Wall-Mo...","60.25","0","-53.1","10.48","17.63"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-1694647-4311554","Flamingo - Textbook in English (Core Cou...","22.88","0","-54.05","3.98","-27.19"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-9686020-0781164","Pathavi Whale-Shaped Bathroom Soap Dishe...","65.59","0","-53.1","11.41","23.9"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-9844178-9720339","Flymaster Pubg Anti-Slip Thumb Sleeve, S...","60.25","0","-53.1","10.48","17.63"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-3692354-2729907","Jig-Tik 3D Brick Wallpaper for Wall PE F...","78.56","0","-53.1","13.66","39.12"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-8108146-7752350","Jig-Tik 3D Brick Wallpaper for Wall PE F...","78.56","0","-53.1","13.66","39.12"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-1837909-4373944","Jig-Tik 3D Brick Wallpaper for Wall PE F...","78.56","0","-53.1","13.66","39.12"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-3359213-1437100","IONIX Wire stripper, Wire cutter, Wire s...","71.69","0","-53.1","12.47","31.06"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-5608119-2186762","Pathavi Stainless Steel Adhesive Wall-Mo...","60.25","0","-53.1","10.48","17.63"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-8051192-2069152","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-8431491-6980358","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-9100432-3428365","Robocraze PS2 Joystick Module Breakout S...","61.02","0","-53.1","10.6","18.52"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-4903316-3211516","Pathavi Stainless Steel Adhesive Wall-Mo...","60.25","0","-53.1","10.48","17.63"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-6971254-4417123","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-7210978-8050760","Pathavi Stainless Steel Adhesive Wall-Mo...","120.5","0","-106.2","20.97","35.27"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-7560266-9625162","Jig-Tik 3D Brick Wallpaper for Wall PE F...","78.56","0","-53.1","13.65","39.11"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-7632309-1302700","Careswipe Paper Cups 50 Pcs, Disposable ...","71.69","0","-53.1","12.47","31.06"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-3564332-9640330","Pathavi Stainless Steel Adhesive Wall-Mo...","60.25","0","-53.1","10.48","17.63"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-6752380-8489953","Aqua RO Tap with Washers + Nozzle Closur...","61.02","0","-53.1","10.6","18.52"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-0254239-1129174","Careswipe Paper Cups 50 Pcs, Disposable ...","71.69","0","-53.1","12.47","31.06"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-2560911-1020340","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-2887695-4327556","Yogee Enterprise Zeenu Creation Blender ...","83.14","0","-53.1","14.45","44.49"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-5678838-1393934","Pathavi Stainless Steel Adhesive Wall-Mo...","60.25","0","-53.1","10.48","17.63"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-6684556-7988361","Flamingo - Textbook in English (Core Cou...","22.88","0","-54.05","3.98","-27.19"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-8092688-3363551","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-0095314-7237112","National 1"+2"+3" Paint Brush with PVC H...","70.17","0","-53.1","12.2","29.27"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-2178622-7522762","Pathavi Whale-Shaped Bathroom Soap Dishe...","65.59","0","-53.1","11.41","23.9"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-6017714-4469937","Jig-Tik 3D Brick Wallpaper for Wall PE F...","78.56","0","-53.1","13.66","39.12"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-9156628-2341958","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-6698766-6078712","Powered USB Hub, RSHTECH 7 Port USB 3.0/...","5293.66","0","-1371.05","921.09","4843.7"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-5286072-5457165","USA GEAR Carry Case Compatible with Wond...","2811.49","0","-1096.69","489.18","2203.98"
"15/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-8656259-8442715","Fielect 1 Pcs 6inch /153mm Silver Metal ...","2044.95","0","-516.63","355.82","1884.14"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-8027455-1317118","Careswipe Paper Cups 50 Pcs, Disposable ...","71.69","0","-53.1","12.47","31.06"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-8619098-9181948","Pathavi Stainless Steel Adhesive Wall-Mo...","60.25","0","-53.1","10.48","17.63"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-0523512-9829931","National 1"+2"+3" Paint Brush with PVC H...","70.16","0","-53.1","12.2","29.26"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-2120706-6360306","Aqua RO Tap with Washers + Nozzle Closur...","61.02","0","-53.1","10.6","18.52"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-2983214-3648330","DeoDap 3 Pair Reusable Household Rubber ...","91.53","0","-53.1","15.91","54.34"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-3585058-6399504","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-3861365-9795516","Sparkle Cotton Thin Check Print Hand and...","59.32","0","-53.1","10.32","16.54"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-4341814-8111568","Flymaster Pubg Anti-Slip Thumb Sleeve, S...","60.26","0","-53.1","10.47","17.63"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-4895240-4927548","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-7252208-9095502","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-8159478-6556343","Pathavi Stainless Steel Adhesive Wall-Mo...","60.25","0","-53.1","10.48","17.63"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-9397468-5209152","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-1358071-6472359","Careswipe Paper Cups 50 Pcs, Disposable ...","71.69","0","-53.1","12.47","31.06"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-2109772-4282737","LYFTEX Wooden Sambrani DhoopBatti Stand ...","83.9","0","-53.1","14.59","45.39"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-2135347-6023503","National 1"+2"+3" Paint Brush with PVC H...","70.17","0","-53.1","12.2","29.27"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-7346912-0662738","Pathavi Stainless Steel Adhesive Wall-Mo...","60.25","0","-53.1","10.48","17.63"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-8550605-4137965","Aqua RO Tap with Washers + Nozzle Closur...","61.02","0","-53.1","10.6","18.52"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-9125286-8211550","LYFTEX Wooden Sambrani DhoopBatti Stand ...","83.9","0","-53.1","14.59","45.39"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-2621888-2881154","NATARAJ Lead Pointz 0.7mm 2BH Refill for...","71.69","0","-53.1","12.47","31.06"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-8066854-1458762","OBDLink MX+ Bluetooth OBD2 Scanner Turns...","21785.79","0","-4971.52","3790.72","20604.99"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-0052764-6553128","MCXGL 16mm Resin Strap Replacement for c...","2301.66","0","-598.73","400.48","2103.41"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-0108196-7462738","Webcam Camera Cover Slide 0.02-Inch Ultr...","1589.26","0","-494.18","276.52","1371.6"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-5992201-6665956","Small Mini Invisible Earbuds for Work Wi...","3715.85","0","-1049.31","646.54","3313.08"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-7502112-4237943","Morpheus 360 Bluetooth Headphones, Wirel...","2978.58","0","-864.53","518.27","2632.32"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-3716981-8441947","Digital Tachometer Motor Tachometer RPM ...","8470.68","0","-1179.58","1473.88","8764.98"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-5637858-6425120","Deal4GO USB Audio I/O Board NB8513F03 Re...","2367.7","0","-299.32","411.97","2480.35"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-1874482-2867538","Answin USB C to Mini HDMI Cable 3FT (NOT...","5001.28","0","-1628.76","870.23","4242.75"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-6318881-6975507","Motorola Lifestyle Ververap 105 Wireless...","3582.7","0","-1015.95","623.39","3190.14"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-1060091-7077148","Compatible with Apple Watch Band and Cas...","3563.94","0","-862.36","620.12","3321.7"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-8463692-3353903","CYGQ Water Resistant Antistatic Premium ...","3321.14","0","-626.68","577.87","3272.33"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-8036232-0397155","Cablecc USB 3.1 Type-C Dual Screw Lockin...","4316.68","0","-1438.12","751.08","3629.64"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-6423489-1910730","N2QAYA000172 Replace Remote Control Comp...","1961.4","0","-309.17","341.29","1993.52"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-7064698-5121950","Polycom 15FT MIC CABLE EXTENSION ( 2200-...","6278.72","0","-1604.23","1092.48","5766.97"
"14/8/2025","Deferred","Cash On Delivery Transactions and Non-Transactional Fees","Order Payment","402-7163027-9270707","Macally Premium Bluetooth Keyboard and M...","39067.86","0","-9601.68","6797.75","36263.93"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-3779655-2769136","Skross Pro Light USB World Travel Adapte...","12677.92","0","-3118.97","2205.95","11764.9"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-7839167-0353124","USB C Charger Cable, 60W 3.3ft Type C Ch...","1759.38","0","-607.95","306.13","1457.56"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-8137835-8056346","NotoCity for Garmin Instinct Band, Soft ...","2500.64","0","-709.93","435.11","2225.82"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-9663668-8328304","Scosche Rhythm+ 2.0 Heart Rate Monitor: ...","7513.33","0","-1896.47","1307.31","6924.17"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-2624780-0809109","TECWARE Flex RGB, Cable Cover Kit, Light...","5543.91","0","-1430.29","964.63","5078.25"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-3789285-2233965","QWORK CNC Motorcycle Tire Valve Stems, 2...","1358.37","0","-278.76","236.36","1315.97"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-0523191-5174748","AudioQuest Cinnamon 3D, 4K & High Speed ...","5538.64","0","-1660.4","963.73","4841.97"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-3094687-3502743","Tilta Full Camera Cage Compatible with S...","9765.98","0","-1953.74","1699.24","9511.48"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-6719538-4882744","Pinemeadow Golf Excel EGI Chipper, Right...","10189.83","0","-1962.48","1773.02","10000.37"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-3958436-3620310","Headphone Adapter Compatible with Lightn...","1522.42","0","-541.97","264.9","1245.35"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-9965269-6853158","FIRSTMEMORY USB C Ergonomic Wired RGB Ga...","4005.8","0","-1066.2","697.01","3636.61"
"14/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-4372875-5765938","Yealink UH35 Professional USB Headset, D...","7950.32","0","-2110.61","1383.35","7223.06"
